,sp_codes,sp_names,bacdive_code,tax_id,oxygen_fusion,oxygen_gold,merge_oxygen,habitat,temp_range_deduced,temp_def,temp_type_def,continent_def,habMix,oxySimpl,life_domain,clades
170,csi,Cronobacter malonaticus CMCC45402,5237.0,413503,,,,,mesophilic,33.5,growth,North America,,,Bacteria,Enterobacterales
171,cmj,Cronobacter malonaticus LMG 23826,5237.0,1159491,,Facultative,Facultative,,mesophilic,33.5,growth,North America,,Facultative,Bacteria,Enterobacterales
172,cui,Cronobacter universalis,23991.0,1074000,,Facultative,Facultative,,mesophilic,37.0,optimum,Europe,,Facultative,Bacteria,Enterobacterales
173,cmw,Cronobacter muytjensii,5242.0,1159613,,Facultative,Facultative,,mesophilic,29.0,growth,Europe,,Facultative,Bacteria,Enterobacterales
174,ctu,Cronobacter turicensis,5238.0,693216,,Facultative,Facultative,,mesophilic,37.0,growth,Europe,,Facultative,Bacteria,Enterobacterales
175,kpn,Klebsiella pneumoniae subsp. pneumoniae MGH 78578 (serotype K52),4959.0,272620,Facultative,Facultative,Facultative,Fresh water-Host-Soil,mesophilic,34.666666666666664,growth,,Mixed,Facultative,Bacteria,Enterobacterales
176,kpu,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 (serotype K1),4959.0,484021,Facultative,Facultative,Facultative,Fresh water-Host-Soil,mesophilic,34.666666666666664,growth,,Mixed,Facultative,Bacteria,Enterobacterales
177,kpm,Klebsiella pneumoniae subsp. pneumoniae HS11286,4959.0,1125630,,,,,mesophilic,34.666666666666664,growth,,,,Bacteria,Enterobacterales
178,kpp,Klebsiella pneumoniae subsp. pneumoniae 1084 (serotype K1),4959.0,1193292,,,,,mesophilic,34.666666666666664,growth,,,,Bacteria,Enterobacterales
179,kph,Klebsiella pneumoniae subsp. pneumoniae KPNIH24,4959.0,1225181,,,,,mesophilic,34.666666666666664,growth,,,,Bacteria,Enterobacterales
180,kpz,Klebsiella pneumoniae subsp. pneumoniae KPNIH27,4959.0,1328324,,,,,mesophilic,34.666666666666664,growth,,,,Bacteria,Enterobacterales
181,kpv,Klebsiella pneumoniae subsp. pneumoniae KPNIH29,4959.0,72407,,Aerobe,Aerobe,,mesophilic,34.666666666666664,growth,,,Aerobe,Bacteria,Enterobacterales
182,kpw,Klebsiella pneumoniae subsp. pneumoniae KPNIH30,4959.0,72407,,Aerobe,Aerobe,,mesophilic,34.666666666666664,growth,,,Aerobe,Bacteria,Enterobacterales
183,kpy,Klebsiella pneumoniae subsp. pneumoniae KPNIH31,4959.0,72407,,Aerobe,Aerobe,,mesophilic,34.666666666666664,growth,,,Aerobe,Bacteria,Enterobacterales
184,kpg,Klebsiella pneumoniae subsp. pneumoniae KPNIH32,4959.0,72407,,Aerobe,Aerobe,,mesophilic,34.666666666666664,growth,,,Aerobe,Bacteria,Enterobacterales
185,kpc,Klebsiella pneumoniae subsp. pneumoniae KPNIH10,4959.0,1094170,,,,,mesophilic,34.666666666666664,growth,,,,Bacteria,Enterobacterales
186,kpq,Klebsiella pneumoniae subsp. pneumoniae KPR0928,4959.0,1328325,,,,,mesophilic,34.666666666666664,growth,,,,Bacteria,Enterobacterales
187,kpt,Klebsiella pneumoniae subsp. pneumoniae ATCC 43816 KPPR1,4959.0,72407,,Aerobe,Aerobe,,mesophilic,34.666666666666664,growth,,,Aerobe,Bacteria,Enterobacterales
188,kpe,Klebsiella pneumoniae 342,,507522,Facultative,,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
189,kpo,Klebsiella pneumoniae KCTC 2242,,1049565,,,,,,,,,,,Bacteria,Enterobacterales
190,kpr,Klebsiella pneumoniae subsp. rhinoscleromatis SB3432,4967.0,861365,,,,,mesophilic,33.5,growth,Asia,,,Bacteria,Enterobacterales
191,kpj,Klebsiella pneumoniae JM45,,1380908,,,,,,,,,,,Bacteria,Enterobacterales
192,kpi,Klebsiella pneumoniae CG43,,1244085,,,,,,,,,,,Bacteria,Enterobacterales
193,kpa,Klebsiella pneumoniae 30660/NJST258_1,,1420012,,,,,,,,,,,Bacteria,Enterobacterales
194,kps,Klebsiella pneumoniae 30684/NJST258_2,,1420013,,,,,,,,,,,Bacteria,Enterobacterales
195,kpx,Klebsiella pneumoniae PMK1,,573,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
196,kpb,Klebsiella pneumoniae blaNDM-1,,573,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
197,kpne,Klebsiella pneumoniae 32192,,573,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
198,kpnu,Klebsiella pneumoniae 34618,,573,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
199,kpnk,Klebsiella pneumoniae Kp52.145,,573,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
200,kva,Klebsiella variicola At-22,4966.0,640131,,,,Host,mesophilic,30.0,growth,North America,Symbiont,,Bacteria,Enterobacterales
201,kpk,Klebsiella variicola KP5-1,4966.0,244366,,Facultative,Facultative,,mesophilic,30.0,growth,North America,,Facultative,Bacteria,Enterobacterales
202,kvd,Klebsiella variicola DX120E,4966.0,244366,,Facultative,Facultative,,mesophilic,30.0,growth,North America,,Facultative,Bacteria,Enterobacterales
203,kvq,Klebsiella variicola DSM 15968,4966.0,244366,,Facultative,Facultative,,mesophilic,30.0,growth,North America,,Facultative,Bacteria,Enterobacterales
204,kox,Klebsiella michiganensis KCTC 1686,23002.0,1006551,,,,,mesophilic,33.5,growth,North America,,,Bacteria,Enterobacterales
205,koe,Klebsiella michiganensis E718,23002.0,1191061,,,,,mesophilic,33.5,growth,North America,,,Bacteria,Enterobacterales
206,koy,Klebsiella michiganensis HKOPL1,23002.0,1308980,,,,,mesophilic,33.5,growth,North America,,,Bacteria,Enterobacterales
207,kom,Klebsiella michiganensis M1,23002.0,1134687,,Aerobe,Aerobe,,mesophilic,33.5,growth,North America,,Aerobe,Bacteria,Enterobacterales
208,kmi,Klebsiella michiganensis RC10,23002.0,1134687,,Aerobe,Aerobe,,mesophilic,33.5,growth,North America,,Aerobe,Bacteria,Enterobacterales
209,kok,Klebsiella oxytoca KONIH1,4941.0,1333852,,,,,mesophilic,34.666666666666664,growth,,,,Bacteria,Enterobacterales
210,koc,Klebsiella oxytoca CAV1374,4941.0,571,,,,,mesophilic,34.666666666666664,growth,,,,Bacteria,Enterobacterales
211,kqu,Klebsiella quasipneumoniae,,1463165,,,,,,,,,,,Bacteria,Enterobacterales
212,eae,Klebsiella aerogenes KCTC 2190,4358.0,1028307,,,,Human,mesophilic,30.0,growth,,Symbiont,,Bacteria,Enterobacterales
213,ear,Klebsiella aerogenes EA1509E,4358.0,935296,,,,,mesophilic,30.0,growth,,,,Bacteria,Enterobacterales
214,kqv,Klebsiella quasivariicola,,2026240,,,,,,,,,,,Bacteria,Enterobacterales
215,kll,Klebsiella sp. LTGPAF-6F,,1905288,,,,,,,,,,,Bacteria,Enterobacterales
216,klw,Klebsiella sp. WCHKl090001,,2153354,,,,,,,,,,,Bacteria,Enterobacterales
217,cko,Citrobacter koseri,4329.0,290338,Facultative,Facultative,Facultative,Fresh water-Host-Soil,mesophilic,30.0,growth,Europe,Mixed,Facultative,Bacteria,Enterobacterales
218,cro,Citrobacter rodentium,4340.0,637910,Facultative,Facultative,Facultative,,mesophilic,34.666666666666664,growth,North America,,Facultative,Bacteria,Enterobacterales
219,cfd,Citrobacter freundii,4325.0,1333848,,,,,mesophilic,32.333333333333336,growth,,,,Bacteria,Enterobacterales
220,cbra,Citrobacter braakii,4338.0,57706,,,,,mesophilic,32.333333333333336,growth,Europe,,,Bacteria,Enterobacterales
221,cwe,Citrobacter werkmanii,4342.0,67827,,,,,mesophilic,32.333333333333336,growth,North America,,,Bacteria,Enterobacterales
222,cyo,Citrobacter youngae,4341.0,133448,,,,,mesophilic,32.333333333333336,growth,North America,,,Bacteria,Enterobacterales
224,cama,Citrobacter amalonaticus Y19,4323.0,1261127,,,,,mesophilic,32.333333333333336,growth,,,,Bacteria,Enterobacterales
225,caf,Citrobacter amalonaticus FDAARGOS_165,4323.0,35703,,,,,mesophilic,32.333333333333336,growth,,,,Bacteria,Enterobacterales
226,cif,Citrobacter sp. FDAARGOS_156,,1702170,,,,,,,,,,,Bacteria,Enterobacterales
227,cfar,Citrobacter farmeri,4344.0,67824,,,,,mesophilic,30.0,growth,North America,,,Bacteria,Enterobacterales
228,cir,Citrobacter sp. CFNIH10,,1920110,,,,,,,,,,,Bacteria,Enterobacterales
229,cie,Citrobacter sp. CRE-46,,1703250,,,,,,,,,,,Bacteria,Enterobacterales
230,cpar,Citrobacter pasteurii,130292.0,1563222,,,,,mesophilic,29.0,growth,North America,,,Bacteria,Enterobacterales
231,gqu,Gibbsiella quercinecans,5249.0,929813,,Aerobe,Aerobe,,mesophilic,28.0,growth,Europe,,Aerobe,Bacteria,Enterobacterales
232,bfl,Candidatus Blochmannia floridanus (Camponotus floridanus),,203907,,,,Host,,,,,Symbiont,,Bacteria,Enterobacterales
233,bpn,Candidatus Blochmannia pennsylvanicus (Camponotus pennsylvanicus),,291272,,,,Host,,,,,Symbiont,,Bacteria,Enterobacterales
234,bva,Candidatus Blochmannia vafer (Camponotus vafer),,859654,,,,Host,,,,,Symbiont,,Bacteria,Enterobacterales
235,bchr,Candidatus Blochmannia chromaiodes (Camponotus chromaiodes),,1240471,,,,,,,,,,,Bacteria,Enterobacterales
236,ben,Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus 757,,1505597,,,,,,,,,,,Bacteria,Enterobacterales
237,bed,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri 675,,1505596,,,,,,,,,,,Bacteria,Enterobacterales
238,hde,Candidatus Hamiltonella defensa (Acyrthosiphon pisum),,572265,,,,Host,,,,,Symbiont,,Bacteria,Enterobacterales
239,sect,Secondary endosymbiont of Ctenarytaina eucalypti,,1199245,,,,,,,,,,,Bacteria,Enterobacterales
240,sehc,Secondary endosymbiont of Heteropsylla cubana,,134287,,,,,,,,,,,Bacteria,Enterobacterales
241,senm,Secondary endosymbiont of Trabutina mannipara,,1835721,,,,,,,,,,,Bacteria,Enterobacterales
242,rip,Candidatus Riesia pediculicola,,515618,,,,Host,,,,,Symbiont,,Bacteria,Enterobacterales
243,rig,Candidatus Riesia sp. GBBU,,1719125,,,,,,,,,,,Bacteria,Enterobacterales
244,men,Candidatus Moranella endobia PCIT,,903503,,,,,,,,,,,Bacteria,Enterobacterales
245,meo,Candidatus Moranella endobia PCVAL,,1234603,,,,,,,,,,,Bacteria,Enterobacterales
246,ebt,Shimwellia blattae,5246.0,630626,,Anaerobe,Anaerobe,,mesophilic,33.5,growth,,,Anaerobe,Bacteria,Enterobacterales
247,ror,Raoultella ornithinolytica B6,5102.0,1286170,,,,,mesophilic,30.0,growth,Asia,,,Bacteria,Enterobacterales
248,ron,Raoultella ornithinolytica S12,5102.0,54291,,,,,mesophilic,30.0,growth,Asia,,,Bacteria,Enterobacterales
249,rpln,Raoultella planticola,5097.0,575,,Aerobe,Aerobe,,mesophilic,30.0,growth,,,Aerobe,Bacteria,Enterobacterales
250,rao,Raoultella sp. X13,,2259647,,,,,,,,,,,Bacteria,Enterobacterales
251,rtg,Raoultella terrigena,5099.0,577,,,,,mesophilic,30.0,growth,,,,Bacteria,Enterobacterales
252,ree,Raoultella electrica,132164.0,1259973,,,,,mesophilic,28.0,growth,Asia,,,Bacteria,Enterobacterales
253,cnt,Cedecea neteri SSMD04,4322.0,158822,,,,,mesophilic,33.5,growth,North America,,,Bacteria,Enterobacterales
254,cem,Cedecea neteri M006,4322.0,158822,,,,,mesophilic,33.5,growth,North America,,,Bacteria,Enterobacterales
255,cen,Cedecea neteri ND14a,4322.0,158822,,,,,mesophilic,33.5,growth,North America,,,Bacteria,Enterobacterales
256,clap,Cedecea lapagei,4321.0,158823,,,,,mesophilic,30.0,growth,North America,,,Bacteria,Enterobacterales
257,pge,Pluralibacter gergoviae,4367.0,61647,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Enterobacterales
258,esc,Enterobacter lignolyticus SCF1,,701347,Facultative,Facultative,Facultative,Soil,,,,,Environment,Facultative,Bacteria,Enterobacterales
259,kle,Enterobacter lignolyticus G5,,1334193,,,,,,,,,,,Bacteria,Enterobacterales
260,ksa,Kosakonia sacchari,130318.0,1235834,,Aerobe,Aerobe,,mesophilic,30.0,optimum,Asia,,Aerobe,Bacteria,Enterobacterales
261,kor,Kosakonia oryzae,133472.0,497725,,,,,mesophilic,32.5,optimum,,,,Bacteria,Enterobacterales
262,krd,Kosakonia radicincitans,4370.0,283686,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Enterobacterales
263,kco,Kosakonia cowanii,4376.0,208223,,,,,mesophilic,33.5,growth,Asia,,,Bacteria,Enterobacterales
264,kot,Kosakonia sp. CCTCC M2018092,,2492396,,,,,,,,,,,Bacteria,Enterobacterales
265,kgo,Kluyvera georgiana,4979.0,73098,,,,,mesophilic,30.0,growth,North America,,,Bacteria,Enterobacterales
266,kie,Kluyvera intermedia,4971.0,61648,,,,,mesophilic,32.333333333333336,growth,,,,Bacteria,Enterobacterales
267,icp,Candidatus Ishikawaella capsulata,,476281,,,,,,,,,,,Bacteria,Enterobacterales
268,lax,Leclercia adecarboxylata,4980.0,83655,,,,,mesophilic,33.5,growth,,,,Bacteria,Enterobacterales
269,lei,Leclercia sp. LSNIH1,,1920114,,,,,,,,,,,Bacteria,Enterobacterales
270,leh,Leclercia sp. LSNIH3,,1920116,,,,,,,,,,,Bacteria,Enterobacterales
271,lee,Leclercia sp. W17,,2282309,,,,,,,,,,,Bacteria,Enterobacterales
272,laz,Lelliottia amnigena,4359.0,61646,,,,,mesophilic,32.333333333333336,growth,,,,Bacteria,Enterobacterales
273,lef,Lelliottia jeotgali,,1907578,,,,,,,,,,,Bacteria,Enterobacterales
274,lni,Lelliottia nimipressuralis,4379.0,69220,,,,,mesophilic,30.0,growth,North America,,,Bacteria,Enterobacterales
275,lew,Lelliottia sp. WB101,,2153385,,,,,,,,,,,Bacteria,Enterobacterales
276,lpv,Limnobaculum parvum,,2172103,,,,,,,,,,,Bacteria,Enterobacterales
277,buf,Buttiauxella sp. 3AFRM03,,2479367,,,,,,,,,,,Bacteria,Enterobacterales
278,sbw,Candidatus Tachikawaea gelatinosa,,1410383,,,,,,,,,,,Bacteria,Enterobacterales
279,den,Candidatus Doolittlea endobia,,1778262,,,,,,,,,,,Bacteria,Enterobacterales
280,hed,Candidatus Hoaglandella endobia,,1778263,,,,,,,,,,,Bacteria,Enterobacterales
281,ged,Candidatus Gullanella endobia,,1070130,,,,,,,,,,,Bacteria,Enterobacterales
282,cmik,Candidatus Mikella endobia,,1778264,,,,,,,,,,,Bacteria,Enterobacterales
283,ppet,Candidatus Purcelliella pentastirinorum,,472834,,,,,,,,,,,Bacteria,Enterobacterales
284,mety,Metakosakonia sp. MRY16-398,,2487150,,,,,,,,,,,Bacteria,Enterobacterales
285,ahn,Atlantibacter hermannii,4927.0,565,,,,,mesophilic,33.5,growth,North America,,,Bacteria,Enterobacterales
286,izh,Izhakiella sp. KSNA2,,2579935,,,,,,,,,,,Bacteria,Enterobacterales
287,ebf,Enterobacteriaceae bacterium FGI 57,,693444,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
288,ebc,Enterobacteriaceae bacterium ENNIH2,,1920109,,,,,,,,,,,Bacteria,Enterobacterales
289,ebu,Enterobacteriaceae bacterium S05,,2052938,,,,,,,,,,,Bacteria,Enterobacterales
290,psts,Plautia stali symbiont,,891974,,,,,,,,,,,Bacteria,Enterobacterales
291,ype,Yersinia pestis CO92 (biovar Orientalis),,214092,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
292,ypk,Yersinia pestis KIM10+ (biovar Mediaevalis),,187410,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
293,yph,Yersinia pestis Harbin 35 (biovar Medievalis),,547048,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
294,ypa,Yersinia pestis Antiqua (biovar Antiqua),,360102,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
295,ypn,Yersinia pestis Nepal516 (biovar Antiqua),,377628,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
296,ypm,Yersinia pestis 91001 (biovar Microtus),,229193,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
297,ypp,Yersinia pestis Pestoides F (biovar Antiqua),,386656,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
298,ypg,Yersinia pestis Angola,,349746,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
299,ypz,Yersinia pestis Z176003,,637386,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
300,ypt,Yersinia pestis A1122,,1035377,,,,,,,,,,,Bacteria,Enterobacterales
301,ypd,Yersinia pestis D106004,,637382,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
302,ypx,Yersinia pestis D182038,,637385,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
303,ypw,Yersinia pestis PBM19,,632,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
304,ypj,Yersinia pestis Harbin35,,632,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
305,ypv,Yersinia pestis Shasta,,632,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
306,ypl,Yersinia pestis El Dorado,,632,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
307,yps,Yersinia pseudotuberculosis IP 32953 (serotype I),,273123,Facultative,Facultative,Facultative,Fresh water-Host-Soil,,,,,Mixed,Facultative,Bacteria,Enterobacterales
308,ypo,Yersinia pseudotuberculosis IP 32953 (serotype 1),,273123,Facultative,Facultative,Facultative,Fresh water-Host-Soil,,,,,Mixed,Facultative,Bacteria,Enterobacterales
309,ypi,Yersinia pseudotuberculosis IP 31758 (serotype O:1b),,349747,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
310,ypy,Yersinia pseudotuberculosis YPIII (serotype O:3),,502800,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
311,ypb,Yersinia pseudotuberculosis PB1/+ (serotype 1B),,502801,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Enterobacterales
312,ypq,Yersinia pseudotuberculosis ATCC 6904,,633,,,,,,,,,,,Bacteria,Enterobacterales
313,ypu,Yersinia pseudotuberculosis MD67,,633,,,,,,,,,,,Bacteria,Enterobacterales
314,ypr,Yersinia pseudotuberculosis EP2/+,,633,,,,,,,,,,,Bacteria,Enterobacterales
315,ypc,Yersinia pseudotuberculosis 1,,633,,,,,,,,,,,Bacteria,Enterobacterales
316,ypf,Yersinia pseudotuberculosis PA3606,,748672,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Enterobacterales
317,yen,Yersinia enterocolitica subsp. enterocolitica 8081 (serotype 0:8),5210.0,393305,Aerobe,Aerobe,Aerobe,Host,mesophilic,30.0,growth,,Symbiont,Aerobe,Bacteria,Enterobacterales
318,yep,Yersinia enterocolitica subsp. palearctica 105.5R(r) (serotype:O:9),5217.0,994476,Aerobe,Aerobe,Aerobe,Host,mesophilic,29.33333333333333,growth,Europe,Symbiont,Aerobe,Bacteria,Enterobacterales
319,yey,Yersinia enterocolitica subsp. palearctica Y11 (serotype:0:3),5217.0,930944,,Aerobe,Aerobe,,mesophilic,29.33333333333333,growth,Europe,,Aerobe,Bacteria,Enterobacterales
320,yel,Yersinia enterocolitica LC20,,1443113,,,,,,,,,,,Bacteria,Enterobacterales
321,yew,Yersinia enterocolitica WA,,630,,,,,,,,,,,Bacteria,Enterobacterales
322,yet,Yersinia enterocolitica 2516-87,,630,,,,,,,,,,,Bacteria,Enterobacterales
323,yef,Yersinia enterocolitica FORC_002,,630,,,,,,,,,,,Bacteria,Enterobacterales
324,yee,Yersinia enterocolitica (type O:5) YE53/03,,1262462,,,,,,,,,,,Bacteria,Enterobacterales
325,ysi,Yersinia similis,5219.0,367190,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Enterobacterales
326,yal,Yersinia aldovae,5221.0,1453495,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Enterobacterales
327,yfr,Yersinia frederiksenii,5222.0,1454377,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Enterobacterales
328,yin,Yersinia intermedia,5224.0,631,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Enterobacterales
329,ykr,Yersinia kristensenii,5227.0,28152,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Enterobacterales
330,yro,Yersinia rohdei,5220.0,29485,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Enterobacterales
331,yru,Yersinia ruckeri YRB,5223.0,29486,,,,,mesophilic,28.66666666666667,growth,North America,,,Bacteria,Enterobacterales
332,yrb,Yersinia ruckeri Big Creek 74 (serotype O2),5223.0,29486,,,,,mesophilic,28.66666666666667,growth,North America,,,Bacteria,Enterobacterales
333,yak,Yersinia aleksiciae,5218.0,263819,,,,,mesophilic,29.0,growth,Europe,,,Bacteria,Enterobacterales
334,yma,Yersinia massiliensis,,419257,,,,,,,,,,,Bacteria,Enterobacterales
335,yhi,Yersinia hibernica,,2339259,,,,,,,,,,,Bacteria,Enterobacterales
336,spe,Serratia proteamaculans,5157.0,399741,Facultative,Facultative,Facultative,Host-Soil,mesophilic,30.0,growth,,Mixed,Facultative,Bacteria,Enterobacterales
337,srr,Serratia plymuthica AS9,5151.0,768492,,Facultative,Facultative,,mesophilic,27.33333333333333,growth,,,Facultative,Bacteria,Enterobacterales
